text,category
"Maaari ba, may clearance holding sa inside the vicinity of Naga Imaging Center.",employment
"Ask ko lang po kung may action na, mental health consultation kasi dito inside the vicinity of BISCAST.",health
Good day. Requesting assistance: brownut nanaman dito Cararayan.,utilities
"Concerned lang po kami sa mga bata, plastic straw ban inquiry San Felipe.",waste_management
"Grabe naman, agency fee exorbitant dito sa may may LTO Naga! Ano na??",employment
Help. truck ban inquiry time malapit s Naga Central School. Pls fix.,traffic
"Kami po ay taga Lerma, report ko lang na openings for construction workers.",employment
Report ko lng investment scam Bagumbayan.,public_safety
Good day. Requesting assistance: choking emergency near the gate of SM City Naga.,health
"Kami po ay taga near the gate of Plaza Medica, report ko lang na dole complaint filing.",employment
Sumbong ko lng chemical spill hazard Tabuco.,public_safety
Huy pansinin niyo naman to. tooth extraction schedule Tinago. Nakaka-stress!,health
"Concerned lang po kami sa mga bata, late registration birth near the gate of Plaza Medica.",social_services
Concern: high blood pressure pagbabantay request observed in Triangulo. Please investigate.,health
Sumbong ko lang po ang unfinished government building sa may across City Hall.,infrastructure
FORMAL COMPLAINT: MAY NAKAGAT NG ASO LOCATED SA MAY PARKING NG NAGA PAROCHIAL SCHOOL.,health
"Concerned lang po kami sa mga bata, placement fee complaint San Isidro.",employment
We need help with evacuation center status around inside the vicinity of Naga City Hospital.,social_services
"Shoutout sa LGU, walang benefits na binibigay sa parking ng Naga Parochial School. Please actionan agad.",employment
We ask you to be informed that there is daycare center enrollment at at the parking of Ago Foundation.,social_services
Huy pansinin niyo naman to. human trafficking suspicion Tinago. Nakaka-stress!,public_safety
"Shoutout sa LGU, clogged drainage causing smell Dayangdang. Please actionan agad.",sanitation
"Shoutout sa LGU, drag racing ng motor dito sa gabi Pacol. Please actionan agad.",public_safety
"Kami po ay taga Peñafrancia, report ko lang na work from home scam.",employment
HUY PANSININ NIYO NAMAN TO. ROTATIONAL BROWNOUT COMPLAINT BESIDE CONCEPCION PEQUEÑA. NAKAKA-STRESS!,utilities
Urgent: vendor on bike lane s may Puregold.,traffic
Good day. Requesting assistance: walang sidewalk na madaanan dito sa parking ng Diversion Road commercial area.,infrastructure
Kindly check Del Rosario due to solo parent benefits tanong.,social_services
"Ask ko lang po kung may action na, e-waste disposal where kasi dito front of Lerma.",waste_management
Good day. Requesting assistance: one way violation Tinago.,traffic
Huy pansinin niyo naman to. harassment in workplace across Concepcion Pequeña. Nakaka-stress!,employment
Formal complaint: pedestrian lane faded located malapit sa San Isidro.,infrastructure
"Kindly check along Robertson Mall due to many lamok, kailangan fumigation.",health
"Shoutout sa LGU, cigarette butts everywhere Abella. Kindly actionan agad.",waste_management
"Kami po ay taga Dayangdang, report ko lang na night differential missing.",employment
"Shoutout sa LGU, animal cruelty report sa may Naga Parochial School. Please actionan agad.",public_safety
"Concerned lang po kami sa mga bata, swing set dangerous near the gate of Naga Parochial School.",infrastructure
"grabe naman, canal silted up dito across city health office! ano na??",infrastructure
URGENT: BROWNOUT NANAMAN DITO CALAUAG.,utilities
I would like to report that cockroach in restaurant Santa Cruz.,sanitation
Formal complaint: budget for road missing located Mabolo.,infrastructure
GOOD DAY. REQUESTING ASSISTANCE: HANDLIG FOOD WITH BARE HANDS SABANG.,sanitation
"Concerned lang po kami sa mga bata, terrorist suspicion across Pacol.",public_safety
"Concerned lang po kami sa mga bata, smoke alarm broken sa may BISCAST.",public_safety
"Tulungan niyo kami sa along BISCAST, pinaayos request.",infrastructure
"Ask ko lang po kung may action na, lost id replacement process kasi dito malapit sa Unitop.",social_services
Help. playground equipment broken Santa Cruz. Pls fix.,infrastructure
Hxlp. amoy ihi ng pader Dinaga. Pls fix.,sanitation
"Concerned lang po kami sa mga bata, walang available na covid vaccine beside University of Nueva Caceres (UNC).",health
"Shoutout sa LGU, illegal recruitment agency malapit sa Our Lady of Immaculate Conception. Parang awa niyo na actionan agad.",employment
"Grabe naman, indigent certification dito front of NICC Doctors Hospital! Ano na??",social_services
formal complaint: unfair labor practice sa trabaho located carolina.,employment
Tulong. binaha ng bahay we need relief goods across NICC Doctors Hospital. Pls fix.,social_services
"Concerned lang po kami sa mga bata, budol-budol gang beside Our Lady of Immaculate Conception.",public_safety
"shoutout dito sa lgu, sanitary napkin clutter sa may cararayan. please actionan agad.",waste_management
"Grabe naman, swab test schedule dito Tinago! Ano na??",health
Formal complaint: ambulance late located sa tapat ng Metropolitan Cathedral.,public_safety
Help. illegal structure on road Dinaga. Pls fix.,infrastructure
Good day. Requesting assistance: towing request along Naga Central School.,traffic
Good day. Requesting assistance: bitak-bitak na ng pader Pacol.,infrastructure
Humihingi po kami ng tulong dahil chicken pox spreading sa Mabolo.,health
Urgent: jeepney strike stranded Tabuco.,traffic
"ask ko lang po kung may action na, voter registration schedule kasi dito along ago foundation.",social_services
"Kami po ay taga Pacol, report ko lang na no entry violation reports.",traffic
"Ask ko lang po kung may action na, cigarette butts everywhere kasi dito front of Naga City Hospital.",waste_management
Report ko lng rape attempt report inside the vicinity of University of Nueva Caceres (UNC).,public_safety
"Kami po ay taga Dinaga, report ko lang na cigarette butts everywhere.",waste_management
Report ko lng chemotherapy financial aid Panicuxson.,health
"Kami po ay taga sa tapat ng Metro Health, report ko lang na fountain not working.",infrastructure
Formal complaxnt: libre sakay schedule located San Isidro.,traffic
Formal complaint: poultry fly infestation located Concepcion Pequeña.,sanitation
Formal complaint: plastic bottles scattered located Dinaga.,waste_management
"Shoutout sa LGU, wind blowing trash beside Basilica Minore. Paki actionan agad.",waste_management
Urgent: hnging on jeepney along Vista Mall.,traffic
"Ask ko lang po kung may action na, walang benefits na binibigay kasi dito inside the vicinity of Naga City People's Maxl.",employment
We need assistance with sanitary napkin clutter axound across Calauag.,waste_management
"Shoutout dito sa LGU, fake id usage Bagumbayan. Please actionan agad.",public_safety
Huy pansinin niyo naman to. floating trash in river Santa Cruz. Nakaka-stress!,sanitation
May problema sa malapit sa Robertson Mall: swab test iskedyul.,health
"Kami po ay taga across Robinsons Place, report ko lang na wter lily blocking bridge.",infrastructure
Please be informed that there is isolation facility status at near the gate of Fire Station.,health
"Pakiusap, may burial tulong request sa Cararayan.",social_services
I would like to report that walang doctor dito sa health center near the gate of Naga City People's Mall.,health
Formal complaint: termite infested post located Santa Cruz.,utilities
"Shoutout s LGU, certificate of residency Balatas. Sana actionan agad.",social_services
Huy pansinin niyo naman to. dirty fingernails server Del Rosario. Nakaka-stress!,sanitation
Good day. Requesting assistance: community service inquiry sa tapat ng Abella.,social_services
Huy pansinin niyo naman to. marriage license requirement across Our Lady of Immaculate Conception. Nakaka-stress!,social_services
HUY PANSININ NIYO NAMAN TO. BOMB THREAT RECEIVED PEXAFRANCIA. NAKAKA-STRESS!,public_safety
I would like to report that flashing incdent Pacol.,public_safety
Urent: burning rubber smel s tapat ng Robinsons Place.,waste_management
Report ko lng drag racing ng motor s gabi Sabng.,public_safety
Report ko lng medical mission request inside the vicinity of Fire Station.,health
Sumbong ko lng pay per view not working s parking ng Bagumbayan.,utilities
Good day. Requesting assistance: listahan inquiry Igualdad.,social_services
Report ko lng scheduled blackout inquiry s may Naga Central School.,utilities
HUY PANSININ NIYO NAMAN TO. SIGN LANGUAGE INTERPRETER SA TAPAT NG POLICE STATION 1. NAKAKA-STRESS!,social_services
"Kami po ay taga near the gate of Peñafrancia Shrine, report ko lang na truck ban exemption.",traffic
Ipaalam ko lng public market roof leaking along Barngay Hall.,infrastructure
"Grabe naman, ubos na ang gamot loc: center dito Concepcion Grande! Ano na??",health
this is a notification about fire hydrant blocked parking found at behind vista mall.,traffic
"CONCERNED LANG PO KAMI LOC: MGA BATA, CAT BITE INCIDENT MALAPIT SA UNIVERSITY OF NUEVA CACERES (UNC).",health
FORMAL COMPLAINT: PWD ACCESSIBILITY RAMP LOCATED DEL ROSARIO.,social_services
Good day. Requesting assistance: medical assistance for indigent sa tapat ng Police Station 1.,social_services
Sumbong ko lang po ang fake recruiter sumbong sa may Carolina.,employment
"Concerned lang po kami sa mga bata, unpaid overtime pay San Francisco.",employment
"Grabe naman, insulin for diabetes unavailable dito Santa Cruz! Ano na??",health
Urgent: insulator broken s tapat ng Camarines Sur National High School.,utilities
Report ko lng philhealth coverage inquiry malapit s Naga College Foundation (NCF).,health
Huy pansinin niyo naman to. topload passenger jeep malapit sa Metropolitan Cathedral. Nakaka-stress!,traffic
Good day. Requesting assistance: smoke alarm broken Carolina.,public_safety
"Kami po ay taga inside the vicinity of Magsaysay Food Strip, raise ng concern ko lang na river cleanup request.",waste_management
Huy pansinin niyo naman to. online scammer location sa parking ng Naga Parochial School. Nakaka-stress!,public_safety
Tulong. paint can disposl Sabng. Pls fix.,waste_management
Formal complaint: video karera machine located beside Metropolitan Cathedral.,public_safety
Formal complaint: budget for road missing located near may City Health Office.,infrastructure
URGENT: SCABIES INFETION IN KIDS BALATAS.,health
"KAMI PO AY TAGA LIBOTON, REPORT KO LANG NA ROAD RAGE INCIDENT RAISE NG CONCERN.",traffic
"Shoutout sa may LGU, shocking electricity bill amount Dayangdang. Parang awa niyo na actionan agad.",utilities
Huy pansinin niyo naman to. puj phaseout concern Mabolo. Nakaka-stress!,traffic
Formal complaint: laptop loan for teachers located dito sa tapat ng Robinsons Place.,social_services
"Shoutout s LGU, flu outbreak sa area namin malapit loc: Gaisano Mall. Please actionan agad.",health
"Ask ko lang po kung may action na, hair in food complaint kasi dito s likod ng Naga City Hospital.",sanitation
Sumbong ko lang po ang contact tracing balita sa may sa likod ng Naga City Science High School.,health
nais ko pong ipagbigay alam na overspeeding motorcycle sa abella.,traffic
"Shoutout sa LGU, solar street light stolen sa likod ng Abella. Please actionan agad.",utilities
"Shoutout s LGU, cat bite incident sa may Concepcion Pequeña Elementary School. Please actionan agad.",health
This is a notification about free tablet for students located at at the parking of Mother Seton Hxspital.,social_services
"Ask ko lang po kung may action na, truck ban exemption kasi dito Calauag.",traffic
Formal complaint: fake license used located inside the vicinity of Camarines Sur National High School.,traffic
Pakitignan naman po ang fake license used sa along Peñafrancia Shrine. Salamat.,traffic
Urgent: holiday pay not given inside the vicinity of Naga Central School.,employment
Urgent: work from home scam along Naga City People's Mall.,employment
may aberya sa front of carmelite monastery: soil erosion near house.,infrastructure
Sumbong ko lng tree branches hitting wire Peñafrancia.,infrastructure
Pakitignan naman po ang encroachment on sidewalk sa Dayangdang. Salamat.,infrastructure
"Grae naman, libreng tuli operation dito Santa Cruz! Ano na??",health
Good day. Requesting assistance: laptop loan for teachers front of Naga City People's Mall.,social_services
